,id,rated,created_at,last_move_at,turns,white_id,white_rating,black_id,black_rating,moves
989,IdKtXc82,True,1451790000000.0,1451790000000.0,129,elcidestaron,1825,demetrio50,1769,d4 d6 Bf4 f6 e3 h5 h3 g5 Bh2 Be6 c4 Bf7 Nc3 c6 Nf3 Qd7 Be2 e5 Qc2 g4 hxg4 Qxg4 Nxe5 Qxg2 Bf3 Qg7 Nxf7 Qxf7 Ne4 Be7 Nxd6+ Bxd6 Bxd6 h4 O-O-O Nd7 Qe4+ Kd8 Be2 Nb6 Qc2 Qe6 Bf4 Ne7 Kb1 Qf5 Qxf5 Nxf5 Bd3 Ng7 Rdg1 Ne6 Bd6 Kd7 c5 Nd5 Bf5 Rae8 Rg7+ Kd8 Rxb7 a5 Bh3 Kc8 Rb8+ Kd7 Rxe8 Kxe8 Bxe6 Nb4 Bg3 hxg3 Rxh8+ Ke7 fxg3 Kxe6 a3 Nd3 Kc2 Nf2 Ra8 Ne4 Rxa5 Nxg3 Ra7 Nf1 Kd3 f5 Rc7 Kd5 Rd7+ Ke6 Rd6+ Ke7 Rxc6 Nh2 Rd6 Nf3 b4 Ne1+ Kd2 Nf3+ Ke2 Ng1+ Kd3 Nf3 b5 Ne1+ Kd2 Nf3+ Ke2 Ng1+ Kd3 Nf3 b6 Ne1+ Ke2 Nc2 b7 f4 b8=Q Nxd4+ exd4 f3+ Kxf3 Kf7 Qc7+ Ke8 Rd8#
990,y7XMwJYp,True,1396080075386.0,1396081433695.0,97,vladimir-kramnik-1,1573,jalilroozban,1465,e4 e5 Nf3 Qf6 Bc4 h6 c3 g5 d4 d6 O-O g4 dxe5 dxe5 Nfd2 h5 f3 gxf3 Nxf3 Bg4 Bg5 Qb6+ Kh1 f6 Qd5 Be6 Qxe6+ Qxe6 Bxe6 fxg5 Nxg5 Nh6 Bf7+ Nxf7 Rxf7 Nd7 Rh7 Rhg8 Ne6 Rac8 Rxh5 Rg6 Ng5 Nf6 Rh3 Rxg5 Nd2 Ng4 Rf1 Ne3 Rxe3 Kd7 h4 Rh5 g3 Be7 Kh2 Rg8 Kh3 b5 g4 Rxh4+ Kg3 Rgxg4+ Kf2 Rh2+ Ke1 Bh4+ Kd1 Bg5 Rd3+ Kc6 Nf3 Rh3 Nxe5+ Kc5 Nxg4 Rxd3+ Kc2 Rd2+ Kb1 Re2 Rf5+ Kc4 Rxg5 Re1+ Kc2 Re2+ Kd1 Rxe4 Ne5+ Kc5 Nd3+ Kc4 Kd2 Rh4 Rc5#
991,RmLnL0CM,True,1501499002992.0,1501499686418.0,70,mario455,1660,ducksandcats,1873,e4 d5 exd5 Nf6 Bb5+ Bd7 Bxd7+ Qxd7 c4 c6 dxc6 Nxc6 d3 Nb4 d4 Qxd4 Qxd4 Nc2+ Kf1 Nxd4 Ne2 Nc2 f3 Nxa1 Nd4 O-O-O Be3 e5 Nb5 Rd1+ Ke2 Rxh1 Nxa7+ Kb8 Nc3 Nc2 Bb6 Nd4+ Bxd4 exd4 Ncb5 Bc5 h3 Bxa7 Nxa7 Kxa7 b3 Re8+ Kd3 Ra1 a4 Ra3 Kxd4 Rxb3 c5 Rb2 g4 Rh2 g5 Nd7 Kd5 Rxh3 f4 Ra3 Kd6 Nb8 f5 Rd3+ Kc7 Na6#
992,7ldSTg4s,True,1491260000000.0,1491260000000.0,15,joueetnuit,1512,chicago_chess,1403,e4 e5 Nf3 Nc6 d4 d6 Bb5 Qf6 Bg5 Qe6 dxe5 dxe5 Bxc6+ bxc6 Qd8#
993,HODrTYNh,True,1492380000000.0,1492380000000.0,88,flive,1673,ecstasydrug,1633,g3 d5 e3 e5 d3 Nf6 h3 Bc5 a3 Nc6 Bg2 O-O Ne2 e4 d4 Bd6 Nd2 Ne7 c4 c6 c5 Bc7 b4 b6 cxb6 axb6 Bb2 Ba6 O-O Qd6 Re1 c5 bxc5 bxc5 dxc5 Qxc5 Bxf6 gxf6 Nb3 Qb5 Nbd4 Qd7 Nc3 Ba5 Qc2 Qc7 Rec1 Rac8 Nde2 Bxe2 Qxe2 Bxc3 Rab1 Qa5 Rb3 Be5 Rxc8 Rxc8 Rb7 Nf5 Bf1 Nd6 Qg4+ Kf8 Qd7 Nxb7 Qxc8+ Nd8 a4 Ke7 Bb5 Qe1+ Kg2 Ne6 Qd7+ Kf8 Qe8+ Kg7 Qd7 Qd1 Qa7 Ng5 Be8 Qf3+ Kg1 Nxh3+ Kf1 Qxf2#
994,1nZFIHZq,True,1498010000000.0,1498010000000.0,101,ragnarukh,1161,joe-brown,958,e4 d5 exd5 Nf6 c4 Bg4 f3 Bf5 Nc3 c6 dxc6 bxc6 g4 Bg6 d4 e6 h3 Bb4 Bd2 Qxd4 Nge2 Qe5 a3 Na6 axb4 Nxb4 Qa4 Nc2+ Kd1 Nxa1 Qxc6+ Nd7 Qxa8+ Nb8 Qxa7 Nc2 Qa4+ Nd7 Nf4 Nd4 Nxg6 hxg6 Nb5 O-O Nxd4 Qxd4 b3 Rb8 h4 Nc5 Qa7 Qd6 b4 Nb3 Qa2 Nxd2 Qxd2 Qe7 b5 Qf6 Bg2 Qa1+ Qc1 Qd4+ Qd2 Rd8 Qxd4 Rxd4+ Kc2 Rxc4+ Kd3 Rc8 Rb1 Rd8+ Ke4 f5+ Ke5 Re8 gxf5 gxf5 b6 Rc8 b7 Rb8 Kxe6 Kf8 Kxf5 Ke8 Kg6 Kf8 h5 Kg8 h6 Kh8 hxg7+ Kg8 f4 Rf8 b8=Q Rxb8 Bd5#
995,ektPQuQz,True,1466852016515.0,1466852621475.0,77,wqf7,1919,lon123456789,1983,g4 d5 Bg2 Bxg4 c4 c6 cxd5 cxd5 Qb3 Qc7 Nc3 e6 Qa4+ Nc6 Qxg4 Nf6 Qa4 Bd6 Nf3 a6 d3 b5 Nxb5 axb5 Qxa8+ Nd8 Bd2 O-O Rc1 Qb6 Rc8 Bc5 d4 Bxd4 Nxd4 Qxd4 Rxd8 g6 Rxf8+ Kg7 Bc3 Qf4 Rg8+ Kh6 Qf8+ Kh5 Bf3+ Kh4 Bxf6+ Kh3 e3 Qxf3 Qh6+ Kg2 Qf4 Qxf4 exf4 Kxh1 Rh8 h5 Rh7 Kxh2 Rxf7 h4 Rg7 h3 Rxg6 d4 Bxd4 Kh1 Kf1 b4 Rg1+ Kh2 f5 b3 Be5#
996,jYFB118e,True,1503014401772.0,1503015121512.0,63,adgofe,1794,ed84,1806,Nf3 d5 c4 e6 b3 Nf6 Bb2 g6 d3 Bg7 Nbd2 O-O g3 c5 Bg2 Nc6 O-O d4 a3 Qc7 Ng5 b6 Nge4 Bb7 Nxf6+ Bxf6 Nf3 Ne5 e4 Nxf3+ Bxf3 Bg7 Qe2 e5 Bg2 f5 f4 fxe4 Bxe4 Bxe4 Qxe4 exf4 Rxf4 Rxf4 gxf4 Rf8 Rf1 Bh6 Bc1 Qf7 Bd2 Re8 Qg2 Qd7 Rf2 Re6 f5 Bxd2 fxe6 Qxe6 Qa8+ Kg7 Qf8#
997,tNhRqPnq,True,1463920000000.0,1463920000000.0,85,nogay_ata,2049,o-king-o,1815,e4 e6 c4 d6 d4 Nf6 Nc3 c6 d5 cxd5 exd5 exd5 Nxd5 Nxd5 Qxd5 Qe7+ Be3 Be6 Qb5+ Qd7 Qg5 f6 Qh5+ g6 Qd1 d5 cxd5 Bb4+ Bd2 Bxd2+ Qxd2 Qxd5 Qxd5 Bxd5 O-O-O Bxa2 Bb5+ Kf7 Ne2 a6 Bd3 Bb3 Rd2 Rc8+ Nc3 Nd7 Kb1 Ne5 Be4 Rd8 Rxd8 Rxd8 Bxb7 Bc4 f4 Bd3+ Ka2 Bc4+ Ka3 Rb8 Bd5+ Bxd5 Nxd5 Nc4+ Ka4 Rb5 Nc7 Rxb2 g3 Ra2+ Kb4 Nd2 Rd1 a5+ Kc3 Nf3 Rd7+ Kg8 Ne6 a4 Rg7+ Kh8 Rf7 Kg8 Rf8#
998,vPCaf9T4,True,1474480000000.0,1474480000000.0,64,lapeque,1303,chees29,1175,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 O-O Nc3 h6 d3 b5 Bb3 Na5 Bd5 Nxd5 Nxd5 Nc6 Nxe7+ Nxe7 Be3 Ng6 a3 Nh4 Nxe5 f6 Nf3 Nxf3+ Qxf3 c5 Bxc5 d6 Bd4 a5 Qg3 b4 axb4 axb4 Rxa8 Qc7 Ra7 Bb7 Bb6 Qxb6 Raa1 Ra8 Rxa8+ Bxa8 Ra1 Qc6 c3 bxc3 bxc3 g5 Qf3 Qxc3 Rxa8+ Kg7 Qf5 Qe1#
999,Ni9zp6Gh,True,1409060655170.0,1409060730826.0,9,boord,1393,dakotarain,1195,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qf3 d6 Qxf7#
1000,SsezlO4g,True,1498829452796.0,1498830091710.0,105,bignoob1409,2156,burekovic_fm,2055,e4 e6 Nc3 d5 Nf3 c6 exd5 exd5 d4 Nf6 Bg5 Be7 Bd3 O-O O-O h6 Bf4 Bg4 h3 Bxf3 Qxf3 Nbd7 Be5 Re8 Rfe1 Qb6 Na4 Qa5 b3 b5 Nb2 Bb4 Re2 Bc3 Rd1 Bxb2 g4 Qb6 h4 Bxd4 Bxd4 Qxd4 Bh7+ Kxh7 Rxd4 Rxe2 Qxe2 Re8 Qd3+ g6 Rf4 Kg7 g5 hxg5 hxg5 Ne4 Qd4+ Kf8 Qh8+ Ke7 Qh6 Rf8 f3 Nc3 Kg2 a5 Qg7 Ne2 Rg4 b4 Qb2 Nc3 a3 Ne5 Rg3 c5 axb4 axb4 Qa1 Nd7 Qa7 d4 Rg4 Rh8 Kg3 Rh1 Rh4 Ne2+ Kg4 Rg1+ Kh3 Rg3+ Kh2 Rxf3 Re4+ Kd6 Rxe2 Re3 Qa6+ Kd5 Rf2 Ne5 Qb7+ Kd6 Rf6#
1001,PVqRI7Ma,True,1500155188510.0,1500155823866.0,37,shchuchin,1523,jamboger,1256,e4 e6 d4 d5 e5 Nc6 Nf3 f6 Bb5 Bd7 O-O Nge7 exf6 gxf6 Re1 a6 Bxc6 Nxc6 Nh4 e5 dxe5 fxe5 Qh5+ Ke7 Bg5+ Kd6 Bxd8 Rxd8 Nf5+ Bxf5 Qxf5 Be7 Nc3 Rhg8 Rad1 Rg5 Rxd5#
1002,2O8oQ5Go,False,1462230000000.0,1462230000000.0,32,schoonied,1319,chesswithmom,2294,Nf3 Nf6 d4 d5 c3 Nc6 e3 Bg4 Bb5 a6 Bxc6+ bxc6 O-O Ne4 Nbd2 h5 Qe1 h4 b4 h3 g3 e6 Ne5 Qf6 Nxg4 Qf5 Qe2 Nxd2 Bxd2 Qe4 Rae1 Qg2#
1003,gn9KXC2H,True,1435380000000.0,1435380000000.0,29,khvorov,1500,anudeep_nani1501,1465,e4 e5 Nf3 Qf6 d3 Bc5 Bg5 Qg6 h4 h6 Nxe5 Qe6 Bf4 g5 Bg3 d6 Nc4 gxh4 Bxh4 d5 Na5 dxe4 Be2 exd3 Qxd3 Bb4+ c3 Bxa5 Qd8#
1004,BWb0fhTA,False,1489784492909.0,1489785437967.0,57,amanan,1550,care_404,1429,e4 d5 Nf3 dxe4 Ng5 Qd5 d3 f6 Qh5+ g6 Qe2 fxg5 Nc3 exd3 Nxd5 dxe2 Bxe2 Na6 Bxa6 bxa6 Nxc7+ Kd7 Nxa8 e5 Bxg5 h6 Be3 Nf6 O-O e4 Rad1+ Kc6 Rd8 Kb7 g3 g5 Bd4 Be7 Rxh8 Bh3 Rd1 h5 Be5 Kc6 Nc7 Ng4 Nd5 Bc5 Rc8+ Kb5 Nc3+ Kc4 Bd4 e3 Rxc5+ Kb4 a3#
1005,5JlKibRN,True,1504260126280.0,1504260685279.0,60,a_p_t_e_m_u_u,1285,widja,1598,e4 e5 Nc3 d6 Nf3 h6 Bc4 a6 O-O Nc6 Bd5 Nf6 Bxc6+ bxc6 d4 exd4 Qxd4 c5 Qa4+ Bd7 Qc4 Be7 Bf4 Be6 Nd5 Nxd5 exd5 Bg4 Rfe1 Bxf3 gxf3 O-O Bd2 Bh4 Qg4 Rb8 Bxh6 g6 Qc4 Re8 Qc3 Bf6 Qd3 Rb4 Qxa6 Rh4 Bd2 Be5 Ba5 Qg5+ Kf1 Rxh2 Bxc7 Rh1+ Ke2 Bc3+ Kd3 Bxe1 Bxd6 Qxd5#
1006,7OIE2FIL,True,1503920000000.0,1503920000000.0,45,warsom1,1460,a_p_t_e_m_u_u,1296,d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 Nc6 Bd3 e5 dxe5 Ng4 h3 Ngxe5 Nxe5 Nxe5 O-O Nxd3 cxd3 Bc5+ Kh1 Qh4 Qf3 O-O Nd5 Rb8 Nxc7 b6 Bf4 Bb7 Qg3 Qh5 Ne6 fxe6 Bxb8 Rxb8 Qxb8+ Bc8 Qxc8+ Qe8 Qxe8+ Bf8 Qxf8#
1007,Si11xSYC,True,1490530000000.0,1490530000000.0,174,miguelnavarro,1528,arsenelupin1620,1564,e4 Nc6 Nf3 e5 Bb5 a6 Bxc6 dxc6 Nxe5 Qe7 d4 c5 O-O Nf6 Bf4 Nxe4 dxc5 Qxc5 Nxf7 Kxf7 Bxc7 Bd6 Qf3+ Bf5 Bxd6 Nxd6 g4 Qxc2 Nc3 Rhe8 gxf5 Qxf5 Qg3 Re6 Rad1 Rg6 Rxd6 Rxd6 Qxd6 Qg5+ Kh1 Rd8 Qg3 Qa5 b4 Qxb4 Qc7+ Qe7 Qf4+ Kg8 Qc4+ Kh8 Re1 Qxe1+ Kg2 Rf8 Qc5 Qe6 Qxf8+ Qg8 Qxg8+ Kxg8 Nd5 Kf7 Kf3 Ke6 Nf4+ Kd6 Nh5 g6 Nf4 b5 Nd3 a5 Ke3 Kd5 Kd2 Kc4 Kc2 b4 Ne5+ Kd4 Nc6+ Kc5 Nxa5 Kb5 Nb3 Kc4 Nd2+ Kb5 Kb3 h5 Ne4 h4 Ng5 Kc5 Ne6+ Kb5 Nf4 g5 Ne6 g4 Nc7+ Kc6 Na6 Kd5 Nxb4+ Ke4 Nc2 Kf3 a4 Kxf2 a5 g3 hxg3 hxg3 a6 g2 a7 g1=Q a8=Q Qg3+ Kb2 Qc7 Qf8+ Kg3 Qg7+ Kf2 Qd4+ Kg3 Qg7+ Qxg7+ Kb1 Qb7+ Kc1 Kf3 Kd2 Qd5+ Kc1 Ke2 Kb2 Qd3 Nb4 Qd2+ Kb3 Qd1+ Kc4 Ke3 Kc5 Qd4+ Kb5 Ke4 Ka4 Ke5 Kb3 Kd6 Nc2 Qd3+ Kb2 Kc5 Kc1 Kc4 Kb2 Qc3+ Kc1 Kb3 Kd1 Qxc2+ Ke1 Kc3 Kf1 Kd3 Ke1 Qe2#
1008,57tBRmVS,True,1438000000000.0,1438000000000.0,61,chitrapram,1624,anudeep_nani1501,1402,e4 e5 Nf3 Qf6 Bc4 Bc5 Nc3 c6 d3 b5 a3 bxc4 dxc4 d6 b4 Bb6 c5 dxc5 bxc5 Bxc5 Bb2 Bg4 h3 Bh5 g4 Bg6 Qd2 h6 O-O-O Na6 h4 Qxf3 Qd7+ Kf8 Qxc6 Qf4+ Kb1 Qf6 Qxa8+ Ke7 Qb7+ Kf8 Qc8+ Ke7 Nd5+ Kd6 Nxf6+ Bd4 Qd7+ Kc5 Bxd4+ exd4 Qxd4+ Kb5 Qd5+ Nc5 a4+ Kxa4 Qxc5 Nxf6 Rd4#
1009,tcltZ77N,True,1458880000000.0,1458880000000.0,75,nash300,1253,countmustachio,1196,d4 d5 c4 dxc4 e4 e5 d5 Nf6 Nc3 Bc5 Bxc4 Bd7 Bg5 O-O Nf3 Bd6 O-O c6 dxc6 bxc6 Nh4 c5 Qf3 Be7 Rad1 Nc6 Qe3 Nd4 Nf3 Bg4 Rd2 Bxf3 gxf3 Nh5 Bxe7 Qxe7 Kh1 Nf4 Rg1 Rad8 Nd5 Nxd5 Bxd5 Rd6 f4 Nb5 Qg3 g6 f5 Nc7 fxg6 Rxg6 Bxf7+ Qxf7 Qe3 Rxg1+ Kxg1 Qg6+ Kf1 c4 f4 exf4 Qc5 Ne6 Qd6 Qxe4 Rg2+ Kh8 Qe7 Rg8 Qf6+ Rg7 Qd8+ Rg8 Qxg8#
1010,v67bZv8z,False,1497460000000.0,1497470000000.0,36,burks,1016,zingtingaling,1357,Nc3 e5 Ne4 Nc6 Nf3 d5 Nc5 Bxc5 b3 Nf6 Bb2 Qe7 Nxe5 Nxe5 Qb1 Qe6 Bxe5 Qxe5 Qc1 Bg4 f3 Bf5 Rb1 O-O g4 Bg6 Rg1 Bxg1 e4 dxe4 fxe4 Qxe4+ Be2 Rae8 Qa3 Qxe2#
1011,FcieM0Ll,True,1499355193463.0,1499355337613.0,33,valmasia3,1733,david453,1661,e4 e5 f4 exf4 Nf3 Nf6 e5 Qe7 d4 Ng4 Bxf4 d6 Be2 dxe5 dxe5 Nc6 O-O Ngxe5 Bb5 Nxf3+ Qxf3 Qc5+ Be3 Qxb5 Qxf7+ Kd8 Rd1+ Nd4 Rxd4+ Bd7 Nc3 Qxb2 Qxd7#
1012,LGFgGynu,True,1504182553182.0,1504182969390.0,39,maksat123,1638,leizka,1570,e4 c6 d4 d5 e5 Bf5 g4 Bg6 h4 h6 e6 Nf6 h5 Bh7 exf7+ Kxf7 Bd3 Kg8 Nf3 Bxd3 Qxd3 Ne4 Nc3 Nxc3 bxc3 Nd7 Qg6 Nf6 g5 hxg5 Bxg5 Ne4 h6 Nxg5 Nxg5 Qe8 h7+ Rxh7 Qxh7#
1013,BWPCyxLM,True,1474930000000.0,1474930000000.0,64,chees29,1158,lagrandevero,1306,e4 Nc6 d4 Nb4 Na3 c6 d5 d6 dxc6 Nxc6 Bb5 h5 Nf3 Bg4 e5 a6 Bxc6+ bxc6 exd6 exd6 Bg5 f6 h3 Qe7+ Kf1 Be6 Be3 Rb8 Ba7 Rxb2 Qc1 Rb5 Nxb5 cxb5 Rb1 Bc4+ Kg1 Qxa7 Nd2 d5 Nxc4 dxc4 g4 Bc5 a4 Bxf2+ Kf1 hxg4 axb5 g3 bxa6 g2+ Kxg2 Nh6 Qd1 Nf5 Rf1 Nh4+ Kh2 Qb8+ Kh1 Qg3 Rg1 Qxh3#
1014,mG697hNT,True,1502962204569.0,1502962586141.0,27,sdmabunda,1480,novorojden,1580,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nge7 c3 a6 Ba4 b5 Bb3 O-O d4 exd4 cxd4 Bb6 Nc3 Na5 Bc2 Bb7 Qd3 d5 exd5 Nxd5 Qxh7#
1015,XCy9Hyi7,True,1504395843876.0,1504396764810.0,98,zxxx48923,1263,rhysmc123,1320,e4 e5 Nf3 d6 d4 Bg4 dxe5 Bxf3 gxf3 dxe5 Qxd8+ Kxd8 Be3 f6 Nc3 Bb4 Bd2 Bxc3 Bxc3 Ne7 O-O-O+ Kc8 Rg1 g6 Bc4 a5 a3 Nbc6 Rd2 a4 Rgd1 Na5 Be6+ Kb8 Bb4 Nec6 Bc5 b6 Be3 Kb7 Rd7 Rhd8 Rxd8 Rxd8 Bd5 b5 Bxc6+ Nxc6 Rxd8 Nxd8 Kd2 Ne6 Kc3 h5 Kb4 c6 c4 Ka6 cxb5+ cxb5 Kc3 f5 h4 f4 Bd4 exd4+ Kd3 Kb6 Kc2 Kc5 Kd3 b4 axb4+ Kxb4 Kc2 Nc5 Kd2 d3 Kc1 Kb3 Kd2 Kxb2 e5 a3 e6 Nxe6 Kxd3 a2 Kc4 a1=Q Kb4 Qa3+ Kc4 Qc5+ Kd3 Qc3+ Ke4 Qd4#
1016,Thhr5sGU,True,1473000000000.0,1473000000000.0,85,amigoajedrez,1681,om1665061,1216,d4 d5 Nf3 Nf6 Bf4 Nc6 Nbd2 Bg4 h3 Bf5 g4 Bg6 Ne5 Nxe5 dxe5 Nd7 Bg3 Be4 Nxe4 dxe4 Bg2 Nc5 b4 Qxd1+ Rxd1 Na4 Bxe4 Nc3 Bxb7 Nxd1 Bxa8 Nc3 Bc6+ Kd8 a3 e6 Kd2 Nd5 Rd1 Be7 Ke1 Kc8 Bxd5 exd5 Rxd5 Re8 f4 Kb7 Bf2 a6 c4 c6 Rd7+ Kc8 Ra7 c5 Bxc5 Bxc5 bxc5 Re6 Kd2 Rc6 Rxf7 Rxc5 Kc3 Ra5 Kb4 Rb5+ cxb5 axb5 Kxb5 g5 f5 h5 gxh5 g4 hxg4 Kd8 h6 Ke8 e6 Kd8 h7 Ke8 h8=Q#
1017,ibVptXUP,True,1499544253445.0,1499544589329.0,36,bekely,1437,denisgodunov,1571,e4 c5 Bc4 g6 c3 Bg7 Nf3 e6 e5 Nc6 Qe2 a6 d4 b5 Bb3 cxd4 cxd4 Nge7 Nc3 Nf5 Qd1 O-O O-O Bb7 Ne4 Ncxd4 Nxd4 Bxe4 Nxf5 gxf5 Bf4 Qh4 Qd2 Qg4 Bd1 Qxg2#
1018,hVSNfLer,True,1502850000000.0,1502850000000.0,46,annael88,1395,thegrim123321,1378,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 d3 d6 Ng5 Be6 Nxe6 fxe6 Bxe6 Nd4 Bc4 Qe7 Nd5 Nxd5 Qh5+ g6 Bg5 gxh5 Bxe7 Nxe7 O-O Ne2+ Kh1 O-O-O Be6+ Kb8 c3 Rdf8 a4 Rf6 Bh3 Rhf8 b4 Bxf2 Rfe1 Bxe1 Rxe1 Rf1+ Rxf1 Rxf1#
1019,M4Ocxlp4,True,1400099183990.0,1400099474679.0,23,freeland,1198,mohammad_baharan,1413,d4 d5 Bg5 h6 Bh4 c5 Nf3 cxd4 Nxd4 Qb6 Nc3 Qxb2 Nxd5 e6 Nc7+ Kd7 Ndb5+ Kc6 e4 Bb4+ Ke2 Bc3 Qd6#
1020,h2WdvNn9,True,1487490000000.0,1487490000000.0,96,saeed65,1722,aynurr08,1612,Nf3 Nc6 Nc3 e5 e4 Nf6 b3 d6 Bc4 Be6 h3 Bxc4 bxc4 Nd4 O-O Be7 d3 O-O Bb2 Nxf3+ Qxf3 c5 Nd5 Nxd5 cxd5 Qb6 Rab1 Qa5 a3 b5 c4 b4 axb4 cxb4 Qd1 f5 Bc1 fxe4 dxe4 Rab8 Bd2 Qc5 Qc2 Bh4 Be3 Qc7 Rb3 a5 Ra1 Bf6 Ra4 h6 f4 exf4 Bxf4 Bd4+ Be3 Bxe3+ Rxe3 Qc5 Qb3 Ra8 Kh2 Qd4 Qd3 Qe5+ Kg1 g5 Rg3 Qb2 e5 Qxe5 Qg6+ Qg7 Qxd6 Rad8 Qe6+ Kh8 Rxa5 Rde8 Qb6 Re1+ Kh2 Rff1 Qb8+ Kh7 Rg4 Rh1+ Kg3 Re3+ Kf2 Re7 Qxb4 Qf6+ Kg3 Re3#
1021,kZvADYy4,True,1447851139774.0,1447851814406.0,45,enricolord,1164,chesslearningpro,1326,d4 d5 c4 c6 cxd5 cxd5 Nc3 Qa5 Bd2 Qb4 Na4 Qxd4 e3 Qe4 Nf3 e5 Bd3 Qg4 h3 Qe6 Nc5 Qd6 Bb5+ Bd7 Nxb7 Qc7 Bxd7+ Nxd7 Qb3 d4 Rc1 Qb6 Qxb6 axb6 Rc7 dxe3 Bxe3 e4 Nd4 Bc5 Nc6 Bxe3 fxe3 Rxa2 Rc8#
1022,R1mIapx3,True,1504009917939.0,1504010670191.0,143,pedone_jhonny,1603,zapala,1521,e4 e5 Qf3 Qf6 a3 a6 h3 h6 d3 d6 Nc3 c6 Qg3 Be7 Nge2 b5 Qe3 Qe6 Na2 Bg5 Qg3 Bxc1 Naxc1 Nf6 Qxg7 Rg8 Qxh6 d5 Ng3 dxe4 Nf5 Qxf5 dxe4 Qxe4+ Qe3 Qxe3+ fxe3 Nd5 Kd2 Be6 g4 Nd7 Nb3 O-O-O Be2 f5 Na5 fxg4 Rag1 gxh3 Rxg8 Rxg8 Nxc6 Rg2 e4 h2 exd5 Bxd5 Ne7+ Kc7 Nxd5+ Kd6 Ne3 Rf2 Ng4 Rg2 Nxh2 Nc5 Nf3 Ne4+ Ke3 Ng3 Rh6+ Kd5 Bd3 e4 c4+ bxc4 Bxc4+ Kxc4 Ne5+ Kd5 Kf4 Ne2+ Ke3 Nd4 Nf7 Rxb2 Rh5+ Kc4 Ne5+ Kc3 Kxe4 Nc2 Rh3+ Kd2 Nc4+ Kc1 Nxb2 Kxb2 a4 Na3 Kd4 Nc2+ Kc4 Na3+ Kb4 Nc2+ Kc5 Na3 a5 Nb5 Kb6 Nc3 Kxa6 Na4 Ka7 Nc5 Kb6 Nb3 a6 Nd4 a7 Ne6 a8=Q Nd4 Qa3+ Kc2 Qd3+ Kc1 Qxd4 Kc2 Rc3+ Kb2 Kb5 Ka1 Qh4 Kb2 Rg3 Kc2 Qh2+ Kd1 Rg1#
1023,XU2aSJpr,True,1504180000000.0,1504180000000.0,93,mobin1388,1858,phenixa,1920,d4 Nf6 c4 e6 Nc3 Bb4 Bg5 d5 Qa4+ Nc6 Qb3 O-O Bxf6 Qxf6 e3 dxc4 Bxc4 b6 Nf3 Bb7 Be2 Rad8 O-O Bxc3 Qxc3 Rd5 Rad1 Rh5 a3 Qh6 h3 Qg6 Bd3 f5 Bb5 Ne7 Be2 Rxh3 Qxc7 Bxf3 Bxf3 Rxf3 Qxe7 Rh3 d5 Rh6 dxe6 Qh5 f3 Qh2+ Kf2 Qh4+ Qxh4 Rxh4 e7 Re8 Rd8 Kf7 Rd7 Rxe7 Rfd1 g5 R1d5 f4 Rxe7+ Kxe7 Rxg5 fxe3+ Kxe3 Kf6 Rg8 Rc4 f4 Rc2 b4 Rc3+ Ke4 Rxa3 g4 h6 Rf8+ Kg7 Ra8 Ra4 Kf5 Rxb4 Rxa7+ Kg8 Ra6 Rb5+ Kg6 Rb4 Ra8#
1024,XxkHBPg8,True,1498992033287.0,1498992983214.0,46,anakgreget,1645,saladrocket,1748,e4 c5 Nc3 d6 Nf3 Nc6 Bc4 e6 O-O Be7 d4 cxd4 Nxd4 Nxd4 Qxd4 Nf6 Rd1 O-O e5 dxe5 Qxe5 Qb6 b3 Bd7 Bg5 Rad8 Be3 Qc6 Bxa7 b6 Bb5 Qb7 Bb8 Bxb5 Rxd8 Rxd8 Bc7 Nd7 Qg3 Rc8 Nxb5 Bf6 Rd1 Qe4 Rxd7 Qe1#
1025,grEbBmG5,True,1470950000000.0,1470950000000.0,42,fireball19,1626,nicholas9999,1353,d4 d5 c3 e6 h3 Nf6 Nf3 Bd6 Bg5 Nbd7 e3 c5 dxc5 Nxc5 Bxf6 gxf6 Bb5+ Bd7 a4 Rg8 O-O f5 Re1 a6 Nbd2 axb5 axb5 Rxa1 Qxa1 Bxb5 h4 Nd3 Qb1 Qf6 Ng5 h6 Nh7 Qxh4 Re2 Qh2+ Kf1 Qxg2#
1026,4PkizDwo,True,1493224966549.0,1493225447080.0,44,trillium9877,1454,mazpharaoh,1497,e4 e5 Nf3 f6 d4 Nc6 d5 Nb4 a3 Na6 Bxa6 bxa6 O-O g5 Nc3 c6 dxc6 dxc6 Qe2 Be6 Rd1 Qb6 b4 h5 Na4 Qb5 Qd2 Qxa4 Qd3 Rd8 Qxd8+ Kf7 Qc7+ Kg6 Rd6 g4 Rxe6 gxf3 Qxe5 Qxc2 Qg5+ Kf7 Qf5 Qd1#
